Area;Price;Market;Rooms_num;Rent;District;Build_year;Garage;Lift;Basement;Balcony;Garden;Terrace;Floors_num;Floor_no;Construction_status;Latitude;Longitude;Link
66.08;769490;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;2;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-2-balkony-ID4oLhj
67.86;787932;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-2-balkony-ID4oLhi
60.9;718836;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;3;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-2-balkony-ID4oLhh
57.06;681522;primary;3;;Leśnica;2026;True;True;False;False;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-loggia-ID4oLhg
60.9;712746;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;2;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-2-balkony-ID4oLhe
56.39;685169;primary;3;;Leśnica;2026;True;True;False;False;False;False;4;3;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-loggia-ID4oLhf
67.86;794718;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;3;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-2-balkony-ID4oLhd
57.13;691560;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;3;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-2-balkony-ID4oLh9
64.5;760134;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;3;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-ID4oLh8
67.86;787932;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;2;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-2-balkony-ID4oLh5
64.5;753684;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-bezposrednio-ID4oLh4
57.13;685847;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-2-balkony-ID4oLh0
60.9;712746;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-2-balkony-ID4oLh3
40.91;530103;primary;2;;Leśnica;2026;True;True;False;False;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-ID4oLgW
66.08;769490;primary;3;;Leśnica;2026;True;True;False;True;False;False;4;1;to_completion;51.133335314988;16.924532922763;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-2-balkony-ID4oLgU
74.69;883242;primary;3;730;Polanowice - Poświętne - Ligota;2023;True;False;True;True;False;False;3;2;to_completion;51.1574802;17.0366524;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-2-balkony-gotowe-ID4oAgo
37.91;811818;primary;2;;Przedmieście Świdnickie;2024;True;True;False;False;True;True;6;0;to_completion;51.103089746233;17.033028194104;https://www.otodom.pl/pl/oferta/czysta-4-mieszkanie-2-pok-01-13-ID4olj2
56.65;764775;primary;1;;Wojszyce;2024;;;;;;;2;1;;51.064816;17.038706;https://www.otodom.pl/pl/oferta/loftowe-studio-inwestycja-w-zabytkowym-folwarku-ID4n7jS
46.7;999999;secondary;2;700;Nadodrze;2018;True;True;False;True;True;True;18;6;ready_to_use;51.114709;17.0242081;https://www.otodom.pl/pl/oferta/luksusowy-apartament-2-pokoje-w-atal-towers-ii-ID4oLeW
43.32;549731;primary;2;;Ołtaszyn;2022;False;True;False;True;False;False;2;1;to_completion;51.0487;17.0273;https://www.otodom.pl/pl/oferta/piekne-mieszkanie-2pok-oltaszyn-ID4oLaK
56.5;610000;primary;3;;Księże;2023;True;True;False;True;True;True;3;0;;51.073545;17.08976;https://www.otodom.pl/pl/oferta/taras-z-ogrodkiem-balkon-okazja-cenowa-3-pokoje-ID4oL8W
40.0;569000;secondary;2;516;Gaj;1986;False;True;True;True;False;False;10;0;ready_to_use;51.0781942;17.0437586;https://www.otodom.pl/pl/oferta/pastelowe-komfortowe-do-pokochania-ID4oL6u
48.5;529000;secondary;2;;Gaj;1986;False;True;True;True;False;False;10;7;;51.0770041;17.042944;https://www.otodom.pl/pl/oferta/rozkladowe-2pok-opcja-3pok-balkon-miejskie-media-ID4oL68
32.0;590000;secondary;2;;Nadodrze;;False;False;False;False;False;False;;5;ready_to_use;51.1227936;17.0346451;https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-sw-wincentego-bez-prowizji-ID4oL5I
50.0;1049900;secondary;2;600;Szczepin;2018;True;True;False;True;False;True;17;11;ready_to_use;51.11363;17.02276;https://www.otodom.pl/pl/oferta/odra-tower-15-pietro-inwestycja-z-najemca-ID4oL5B
50.0;950000;secondary;2;800;Nadodrze;2015;True;True;True;True;False;True;8;8;ready_to_use;51.117922333096345;17.01902561996002;https://www.otodom.pl/pl/oferta/eng-pl-ua2-balkony-kepa-mieszczanska-parking-ID4oL5x
47.0;619999;secondary;3;;Grabiszyn - Grabiszynek;1980;False;True;True;True;False;False;11;5;ready_to_use;51.0950682;16.9889124;https://www.otodom.pl/pl/oferta/inzynierska-3pok-po-remoncie-klima-ID4okKB
47.1;619000;secondary;2;350;Powstańców Śląskich;1970;;;;;;;5;2;ready_to_use;51.0931459;17.0121119;https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-blisko-sky-tawera-ID4oGki
55.44;659736;primary;3;450;Księże;2024;True;True;True;True;False;False;4;2;to_completion;51.073302;17.0886918;https://www.otodom.pl/pl/oferta/3-pokoje-w-supercenie-z-duzym-balkonem-ID4oL2U
48.48;750000;primary;2;350;Brochów;2022;True;True;False;False;True;True;4;0;ready_to_use;51.060997;17.0834462;https://www.otodom.pl/pl/oferta/nowe-wykonczone-2-pokoje-kuchnia-ogrodek-bez-pcc-ID4oL1e
55.0;599000;secondary;4;;Borek;1965;False;False;True;True;False;False;4;3;;51.082;17.00952;https://www.otodom.pl/pl/oferta/ok-jastrzebia-balkon-media-miejskie-ID4oKZV
60.0;930000;secondary;2;;Stare Miasto;2011;False;True;False;False;False;False;9;3;;51.10829;17.03963;https://www.otodom.pl/pl/oferta/klimatyzowany-apartament-w-angel-wings-ID4nSle
42.2;499226;primary;2;450;Widawa;2024;False;False;False;True;False;False;2;2;to_completion;51.1730748;17.0071403;https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-ponizej-500-tys-ID4oKWO
56.6;1074000;secondary;2;850;Przedmieście Oławskie;2023;True;True;False;False;False;False;8;2;ready_to_use;51.1045183;17.0509125;https://www.otodom.pl/pl/oferta/prestizowy-apartament-w-centrum-angel-city-ID4ooHN
34.12;580040;secondary;2;400;Ołbin;2017;False;True;False;False;False;True;6;3;;51.118619;17.04318;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-centrum-bema-5a-ID4oKRE
44.14;538508;primary;2;500;Księże;2024;False;True;False;True;False;False;3;0;to_completion;51.073302;17.0886918;https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-blisko-petli-tramwajowej-ID4oKQO
54.28;945000;secondary;2;550;Szczepin;2023;False;True;True;True;False;False;4;3;;51.120627;17.0180598;https://www.otodom.pl/pl/oferta/super-inwestycja-2-pokoje-na-starym-miescie-ID4oKQM
23.0;289000;secondary;1;480;Psie Pole - Zawidawie;2015;True;True;False;False;False;False;3;2;ready_to_use;51.1473859;17.1159829;https://www.otodom.pl/pl/oferta/apartament-2022-rok-park-biznes-ID4oKQh
50.36;724680;primary;3;;Szczepin;2023;True;True;False;True;False;False;9;4;;51.11134;17.0115;https://www.otodom.pl/pl/oferta/narozny-balkon-19-5-m-w-samym-sercu-miasta-ID4oKOQ
47.38;519000;primary;3;;Jagodno;2024;False;True;True;True;False;False;5;5;to_completion;51.0577;17.0561;https://www.otodom.pl/pl/oferta/atrakcyjne-3-pok-z-balkonem-jagodno-ID4oKOF
46.45;896488;primary;2;;Szczepin;;;;;;;;23;11;;51.11622;17.0189;https://www.otodom.pl/pl/oferta/top-apartament-top-lokalizacja-ID4oKNV
51.72;1060263;primary;3;;Szczepin;;;;;;;;23;11;;51.11622;17.0189;https://www.otodom.pl/pl/oferta/top-apartament-top-lokalizacja-ID4oKNX
44.41;888203;primary;2;;Szczepin;;;;;;;;23;11;;51.11622;17.0189;https://www.otodom.pl/pl/oferta/prestizowy-apartament-z-pieknym-widokiem-ID4oKNU
46.31;981775;primary;2;;Szczepin;;;;;;;;23;11;;51.11622;17.0189;https://www.otodom.pl/pl/oferta/prestizowy-apartament-z-pieknym-widokiem-ID4oKNT
56.7;1292763;primary;3;;Szczepin;;;;;;;;23;11;;51.11622;17.0189;https://www.otodom.pl/pl/oferta/prestizowy-apartament-z-pieknym-widokiem-ID4oKNS
44.4;1118883;primary;2;;Szczepin;;;;;;;;23;11;;51.11622;17.0189;https://www.otodom.pl/pl/oferta/prestizowy-apartament-na-najwyzszym-pietrze-top-ID4oKNQ
92.0;920000;secondary;3;400;Ołbin;1920;False;False;True;False;False;False;4;0;;51.123858;17.0448522;https://www.otodom.pl/pl/oferta/idealna-inwestycja-dwupak-srodmiescie-ID4oKNI
47.27;549000;secondary;2;400;Przedmieście Oławskie;1960;True;False;True;True;False;False;5;4;ready_to_use;51.10172;17.04686;https://www.otodom.pl/pl/oferta/2-pok-10-min-rynek-balkon-piwnica-ID4oKNx
34.32;490000;secondary;2;500;Psie Pole - Zawidawie;2013;False;True;False;False;False;False;6;4;;51.16015;17.13521;https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-zakrzow-gotowe-do-zamieszkania-ID4ozbd
51.97;610721;primary;1;300;Polanowice - Poświętne - Ligota;2023;True;False;True;True;False;False;3;2;to_completion;51.157459666245;17.044394115344;https://www.otodom.pl/pl/oferta/2-pokoje-w-cichej-okolicy-ostatnie-mieszkania-ID4mVrl
67.3;870000;secondary;4;710;Grabiszyn - Grabiszynek;2013;True;False;False;True;False;False;4;3;ready_to_use;51.08083;16.99758;https://www.otodom.pl/pl/oferta/dwupoziomowa-apartament-4-pokoje-parking-ID4oKGe
42.2;499000;primary;2;;Lipa Piotrowska;2025;True;True;False;True;False;False;2;2;to_completion;51.17091;16.99637;https://www.otodom.pl/pl/oferta/2pok-balkon-od-poludnia-kameralne-osiedle-ID4oKFq
44.0;538500;primary;2;;Księże;2024;True;True;False;True;False;False;4;0;to_completion;51.0761662;17.0918313;https://www.otodom.pl/pl/oferta/ostatnie-2pok-duzy-balkon-gotowe-we-wrzesniu-24-ID4oKFk
37.16;636932;primary;2;400;Krzyki - Partynice;2026;True;True;False;True;False;False;8;7;to_completion;51.0670921;16.9964144;https://www.otodom.pl/pl/oferta/ponad-60-inwestycji-w-jednym-miejscu-zadzwon-ID4oKE0
33.12;555599;primary;2;330;Krzyki - Partynice;2026;True;True;False;True;False;False;8;5;to_completion;51.0670921;16.9964144;https://www.otodom.pl/pl/oferta/nowa-inwestycja-klasyczny-uklad-top-lokalizacja-ID4oKDX
33.13;564451;primary;2;330;Krzyki - Partynice;2026;True;True;False;True;False;False;8;5;to_completion;51.0670921;16.9964144;https://www.otodom.pl/pl/oferta/ponad-60-inwestycji-w-jednym-miejscu-zadzwon-ID4oKDY
64.0;672000;primary;3;;Psie Pole - Zawidawie;2023;False;True;False;True;False;False;4;3;to_completion;51.16165;17.13825;https://www.otodom.pl/pl/oferta/dwustronne-loggia-klucze-od-zaraz-ID4oKDD
88.5;884700;primary;4;;Psie Pole - Zawidawie;2023;False;True;False;True;True;True;;0;to_completion;51.161474;17.13803;https://www.otodom.pl/pl/oferta/w-promocji-z-ogrodkiem-gotowe-ID4oKDF
60.0;689000;primary;3;;Psie Pole - Zawidawie;2023;False;True;False;True;False;False;4;2;to_completion;51.161542;17.1366;https://www.otodom.pl/pl/oferta/w-promocji-gotowe-osobna-kuchnia-ID4oKDE
73.0;795700;secondary;3;860;Psie Pole - Zawidawie;2000;False;True;False;False;False;False;10;6;;51.14554;17.122534;https://www.otodom.pl/pl/oferta/gotowe-mieszkanie-dla-rodziny-lub-jako-inwestycja-ID4oKCj
39.0;565000;secondary;2;425;Szczepin;1980;False;False;True;False;False;False;10;9;;51.114;17.01394;https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-swietna-lokalizacja-ID4oKBV
64.3;850383;primary;3;640;Księże;2024;True;True;False;False;False;True;2;0;to_completion;51.073302;17.0886918;https://www.otodom.pl/pl/oferta/3-pokoje-kuchnia-ogrod-75m2-ID4oKAV
64.3;850383;primary;3;640;Księże;2024;True;True;False;False;False;True;3;0;to_completion;51.073302;17.0886918;https://www.otodom.pl/pl/oferta/zamieszkaj-wsrod-zieleni-mieszkanie-z-ogrodkiem-ID4oKAW
56.6;850000;secondary;2;;Huby;2010;False;False;True;True;False;False;6;4;ready_to_use;51.0897097;17.0460538;https://www.otodom.pl/pl/oferta/wroclaw-przestrzenne-mieszkanie-56m-2-pokoje-ID4oKy2
73.29;746826;primary;4;800;Jagodno;2023;True;True;False;True;False;False;4;1;to_completion;51.0566439;17.0573041;https://www.otodom.pl/pl/oferta/stan-developerski-gotowa-inwestycja-jagodno-ID4oKxT
80.0;1390000;secondary;4;610;Karłowice - Różanka;2022;True;True;False;True;False;True;4;4;;51.13664;17.02033;https://www.otodom.pl/pl/oferta/loft-w-prestizowej-okolicy-nad-odra-od-zaraz-ID4oKxL
34.0;599000;secondary;1;;Ołbin;2017;False;True;False;True;False;False;6;0;ready_to_use;51.117861;17.04311;https://www.otodom.pl/pl/oferta/w-mieszkanie-w-apartamentowcu-obok-rynku-ID4oKsD
38.34;593721;primary;2;;Krzyki - Partynice;2023;True;True;False;True;False;False;4;3;;51.059666;17.005661;https://www.otodom.pl/pl/oferta/przestronny-apartament-inwestycyjny-2-pok-ID4oKrv
62.1;755000;secondary;3;760;Nowy Dwór;;True;True;True;True;False;False;8;2;ready_to_use;51.1168719;16.9501981;https://www.otodom.pl/pl/oferta/mieszkanie-nowy-dwor-wroclaw-62-1-mkw-ID4oKq5
79.56;1909440;primary;3;1200;Szczepin;2024;True;True;False;True;False;False;5;2;to_completion;51.1087443;17.0143368;https://www.otodom.pl/pl/oferta/prestizowa-inwestycja-w-samym-centrum-miasta-ID4oKoY
42.2;495850;primary;2;;Lipa Piotrowska;2024;True;True;False;True;False;True;3;0;;51.164898;16.99939;https://www.otodom.pl/pl/oferta/m2-polnoc-wroclawia-obok-stacji-pkp-klucze-2024-ID4oKop
74.3;965900;primary;4;;Ołbin;2023;True;True;False;True;False;True;7;2;;51.127547;17.0466;https://www.otodom.pl/pl/oferta/apartament-74m-4-pokoje-garaz-wroclaw-olbin-ID4oKon
54.92;570618;primary;3;;Lipa Piotrowska;2024;True;True;False;True;False;True;3;1;;51.164898;16.99939;https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-garazem-i-komorka-obok-pkp-ID4oKoo
81.2;1050000;primary;4;;Szczepin;2023;True;True;False;True;False;False;7;6;;51.121716;17.01184;https://www.otodom.pl/pl/oferta/4-pokoje-dwa-balkony-od-zaraz-tramwaj-winda-ID4oKnG
48.5;585000;primary;2;;Księże;2024;True;True;False;True;True;False;2;0;;51.076381;17.08677;https://www.otodom.pl/pl/oferta/tereny-zielone-ogrodek-2-pokoje-na-jesien-ID4oKnD
53.55;899500;secondary;3;650;Przedmieście Świdnickie;2008;True;True;False;False;False;True;6;2;;51.102885;17.03279;https://www.otodom.pl/pl/oferta/taras-centrum-3-pokoje-wysoki-standard-ID4osWa
85.0;899000;primary;4;260;Leśnica;2023;True;False;False;True;False;False;1;1;to_completion;51.1578726;16.9015825;https://www.otodom.pl/pl/oferta/85-m2-3-x-parking-bez-prowizji-ID4nObm
73.34;838612;primary;4;;Przedmieście Oławskie;2024;True;True;False;True;False;False;8;1;to_completion;51.0983968262;17.044666049486;https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-73m2-2-balkony-ID4gYgw
77.78;769000;secondary;4;550;Maślice;2023;True;True;False;True;False;False;3;0;to_completion;51.1556322;16.9364771;https://www.otodom.pl/pl/oferta/m4-rozkladowe-w-nowym-budownictwie-kameralne-ID4oKgp
68.5;924750;primary;4;;Wojszyce;2024;False;False;False;False;False;False;1;1;;51.064816;17.038706;https://www.otodom.pl/pl/oferta/dwupoziomowy-loft-w-nowej-inwestycji-wojszyce-ID4n7im
73.71;778800;primary;4;;Leśnica;2024;True;False;False;False;False;True;1;1;to_completion;51.14806;16.88361;https://www.otodom.pl/pl/oferta/biale-tarasy-apartament-32h-z-tarasem-ID4nuWu
57.6;800000;secondary;3;;Jagodno;2018;False;True;False;True;False;False;4;3;;51.0536246;17.05463037;https://www.otodom.pl/pl/oferta/mieszkanie-57-6-m2-z-balkonem-jagodno-ID4oKbR
70.43;654000;primary;4;;Lipa Piotrowska;;True;True;False;True;False;False;2;1;to_completion;51.173969;16.99616;https://www.otodom.pl/pl/oferta/trojstronnekameralne-osiedlegarazkomorka-ID4oK9d
57.5;689000;primary;3;;Psie Pole - Zawidawie;;True;True;False;True;False;False;4;1;to_completion;51.166509;17.14615;https://www.otodom.pl/pl/oferta/11m2-narozny-balkonwidok-na-patiododatkowe-wc-ID4oK9c
58.0;720000;secondary;3;;Gajowice;1975;True;False;False;True;False;False;4;3;;51.09088;17.00526;https://www.otodom.pl/pl/oferta/mieszkanie-58m2-i-3-pokoje-i-balkon-i-piwnica-ID4oqZc
36.6;516000;secondary;2;499;Szczepin;1974;False;True;True;False;False;False;10;10;ready_to_use;51.11216;17.01389;https://www.otodom.pl/pl/oferta/inwestycja-komunikacja-miejska-klimatyzacja-ID4oK57
60.3;709000;primary;3;;Karłowice - Różanka;2025;True;True;False;True;False;False;5;2;;51.14325;17.06982;https://www.otodom.pl/pl/oferta/teraz-duzy-rabat-sprawdz-dwustronne-dodat-wc-ID4oK2P
60.3;749000;primary;3;;Karłowice - Różanka;2025;True;True;False;True;False;False;5;4;;51.14325;17.06982;https://www.otodom.pl/pl/oferta/duzy-rabat-sprawdz-oferte-duzy-balkon-narozne-ID4oK2O
30.43;357552;primary;1;;Bieńkowice;2025;True;True;False;True;False;False;2;2;;51.04728;17.08768;https://www.otodom.pl/pl/oferta/mieszkanie-idelane-na-start-lub-jako-inwestycja-ID4oK2I
83.9;1040380;primary;5;;Księże;2024;True;False;False;False;True;True;2;0;;51.07721;17.09088;https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-mieszkanie-z-ogrodem-i-tarsem-ID4oK2F
81.17;875000;primary;4;;Ołtaszyn;2024;;;;;;;1;0;;51.05097;17.02018;https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-ogrod-funkcjonalne-kameralnie-ID4oK2B
50.62;498607;primary;3;;Bieńkowice;2025;True;True;False;True;False;False;2;2;;51.04728;17.08768;https://www.otodom.pl/pl/oferta/funkcjonalny-uklad-aneks-z-oknem-dwustronne-ID4oK2z
52.0;679000;secondary;2;;Krzyki - Partynice;2006;True;False;True;True;False;False;2;2;;51.05672;17.01101;https://www.otodom.pl/pl/oferta/mieszkanie-na-krzykach-dwupokojowe-z-komorka-ID4od27
46.25;659000;secondary;2;450;Strachocin - Swojczyce - Wojnów;2019;False;True;True;True;False;False;4;4;ready_to_use;51.111945;17.1276039;https://www.otodom.pl/pl/oferta/sprzedam-2-pokojowe-mieszkanie-z-pieknym-widokiem-ID4oJYk
65.32;839750;primary;3;;Przedmieście Oławskie;2022;True;True;False;True;False;False;8;1;to_completion;51.0983968262;17.044666049486;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-bez-prowizji-ID4dfya
53.0;599000;secondary;2;;Gajowice;1950;False;False;True;True;False;False;4;2;to_renovation;51.0975927;17.0018362;https://www.otodom.pl/pl/oferta/okolica-grabiszynskiej-2-pokoje-do-aranzacji-ID4oJXV
69.82;1850230;primary;1;1500;Szczepin;2024;True;True;True;True;False;False;5;4;to_completion;51.1087443;17.0143368;https://www.otodom.pl/pl/oferta/mieszkanie-blisko-rynku-nowa-inwestycja-ID4oJXr
41.0;439000;secondary;2;393;Tarnogaj;;True;False;True;False;False;False;3;2;to_renovation;51.0879027;17.0504715;https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokojowe-mieszkanie-przy-ul-nyskiej-ID4nIrf
45.87;540000;secondary;2;650;Powstańców Śląskich;1963;False;False;True;False;False;False;4;4;to_renovation;51.093840132152884;17.016902270855713;https://www.otodom.pl/pl/oferta/2-pokoje-pelen-rozklad-centrum-ID4oJXp
48.8;558000;secondary;3;650;Nowy Dwór;1983;False;True;True;True;False;False;15;8;;51.113549;16.96027;https://www.otodom.pl/pl/oferta/nowy-dwor-tramwaj-winda-balkon-ID4ovLP
56.08;1486120;primary;2;840;Szczepin;2024;True;True;True;True;False;False;5;4;to_completion;51.1087443;17.0143368;https://www.otodom.pl/pl/oferta/apartament-650m-od-rynku-ID4oJWI
80.5;949999;secondary;4;710;Tarnogaj;2018;False;True;False;True;False;True;5;2;ready_to_use;51.0849921;17.0544485;https://www.otodom.pl/pl/oferta/2018-r-idealnie-ciche-2-balkony-dwustronne-ID4oxMt
80.5;950000;secondary;3;710;Tarnogaj;2018;False;True;False;True;False;True;4;2;ready_to_use;51.08396768472532;17.056894674621574;https://www.otodom.pl/pl/oferta/wysoki-standard-ciche-dwustronne-winda-balkon-ID4obFo
47.0;619000;secondary;2;400;Powstańców Śląskich;1970;False;False;True;False;False;False;5;3;ready_to_use;51.09175;17.01473;https://www.otodom.pl/pl/oferta/jak-nowe-przy-sky-tower-gotowe-do-wprowadzenia-ID4oJWo
32.5;369500;primary;1;;Brochów;;True;True;True;True;False;True;;1;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/super-promocja-nowa-inwestycja-duzeokna-sprawdzhit-ID4oJUb
61.61;859000;primary;3;690;Szczepin;2023;True;True;False;True;False;False;9;1;;51.1224314;17.0119577;https://www.otodom.pl/pl/oferta/grobla-kozanowska-polana-popowicka-developer-ID4oJTu
80.12;980000;secondary;4;900;Ołbin;1905;False;False;True;True;False;False;5;3;ready_to_use;51.11720745;17.05851506;https://www.otodom.pl/pl/oferta/klimatyczne-4-pokoje-z-balkonem-co-miejskie-ID4nV4Y
79.0;725000;secondary;3;650;Maślice;2015;False;False;False;True;False;False;3;3;ready_to_use;51.1587168;16.938512;https://www.otodom.pl/pl/oferta/potokowa-3-pokoje-2-antresole-65-m2-14-m2-ID4ob8K
55.87;541551;primary;2;;Sołtysowice;2023;True;False;True;False;False;False;3;3;to_completion;51.14721;17.07947;https://www.otodom.pl/pl/oferta/2-pokoje-gotowe-garderoba-zielona-okolica-ID4oJO0
51.63;551924;primary;3;;Lipa Piotrowska;2024;True;True;True;True;False;False;2;2;to_completion;51.17173;16.9994;https://www.otodom.pl/pl/oferta/promocja-3-pokoje-ustawne-balkon-ID4oJO1
60.5;649000;primary;3;;Karłowice - Różanka;2025;True;True;True;False;False;False;5;1;;51.1436;17.0683;https://www.otodom.pl/pl/oferta/najtaniej-loggia-soltysowice-0-prowizji-ID4oJJy
46.0;559000;primary;2;;Karłowice - Różanka;2025;True;True;True;True;True;False;5;0;;51.1436;17.0683;https://www.otodom.pl/pl/oferta/taras-ogrod-soltysowice-0-prowizji-ID4oJJv
50.0;699000;primary;2;;Szczepin;2022;True;True;True;True;False;False;8;2;;51.124;17.0121;https://www.otodom.pl/pl/oferta/gotowe-stare-miasto-balkon-najtaniej-bez-pr-ID4oJJw
68.0;859000;primary;4;;Szczepin;2022;True;True;True;True;False;False;8;3;;51.124;17.0121;https://www.otodom.pl/pl/oferta/gotowe-stare-miasto-balkon-najtaniej-bez-pr-ID4oJJt
111.0;1539000;primary;4;;Szczepin;2022;True;True;True;False;False;True;8;6;;51.124;17.0121;https://www.otodom.pl/pl/oferta/gotowe-taras-na-dachu-najtaniej-bez-prowizji-ID4oJJr
72.5;724000;primary;4;;Lipa Piotrowska;;True;False;False;False;True;False;;0;to_completion;51.17119;16.99759;https://www.otodom.pl/pl/oferta/okazja-4-pokoje-ogrodek-kameralna-zabudowa-ID4oJJc
48.76;629000;primary;2;;Sołtysowice;;True;False;False;False;False;False;5;4;;51.14433;17.0693;https://www.otodom.pl/pl/oferta/2-pokoje-osobna-kuchnia-5-km-od-rynku-ID4oJJd
60.44;827424;primary;3;;Szczepin;2023;False;True;False;True;False;False;9;1;to_completion;51.11723;17.00459;https://www.otodom.pl/pl/oferta/3-pokoje-i-stare-miasto-i-bez-pcc-i-do-odbioru-ID4oJJ0
50.34;719359;primary;3;;Szczepin;2023;False;True;False;True;False;False;9;1;to_completion;51.11723;17.00459;https://www.otodom.pl/pl/oferta/3-pokoje-i-stare-miasto-i-gotowe-i-bez-pcc-ID4oJJ1
59.13;685000;secondary;2;;Nadodrze;;;;;;;;4;2;ready_to_use;51.12076;17.03674;https://www.otodom.pl/pl/oferta/mieszkanie-w-pieknej-kamienicy-ID4oJIP
62.66;480000;secondary;4;270;Przedmieście Świdnickie;1920;True;False;False;False;False;False;4;4;to_renovation;51.10035;17.03578;https://www.otodom.pl/pl/oferta/4-pok-rozklad-dwustronne-dworzec-pkp-inwestycja-ID4oJH7
81.0;1055983;primary;4;;Szczepin;2023;True;True;True;True;False;False;5;2;;51.122173;17.01197;https://www.otodom.pl/pl/oferta/ogromny-salon-centrum-gotowy-od-zaraz-ID4oJGr
55.39;553900;primary;3;;Psie Pole - Zawidawie;2024;;;;;;;2;1;to_completion;51.14572;17.11271;https://www.otodom.pl/pl/oferta/3-pokoje-nowoczesne-zabytkowa-zabudowa-ID4oJFO
66.96;1640520;primary;3;1000;Szczepin;2024;True;True;True;True;False;False;5;3;to_completion;51.1087443;17.0143368;https://www.otodom.pl/pl/oferta/luksusowy-apartamentowiec-w-centrum-miasta-ID4oJFl
60.44;827424;primary;3;640;Szczepin;2023;True;False;False;True;False;False;9;1;to_completion;51.11258;17.01502;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-ogromnym-balkonem-ID4oJEx
50.46;721074;primary;3;540;Szczepin;2023;True;False;False;True;False;False;9;2;to_completion;51.11258;17.01502;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-z-ogromnym-balkonem-ID4oJEr
45.91;453000;primary;3;;Brochów;;True;True;True;True;False;True;;2;;51.0519878;17.0828219;https://www.otodom.pl/pl/oferta/ostatnie-nowe-budownictwo-balkon-obejrzyj-hit-ID4oJAH
39.1;555000;secondary;2;423;Szczepin;1980;False;True;True;False;False;False;10;9;ready_to_use;51.11400346;17.0089066;https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-piwnica-po-remoncie-ID4oxI9
16.0;300000;secondary;1;;Plac Grunwaldzki;;False;True;False;False;False;False;;5;ready_to_use;51.1117816;17.0698392;https://www.otodom.pl/pl/oferta/mikroapartment-starter-i-plac-grunwaldzki-ID4bt8V
